"transcript_id","length","expression","half_life","type","gc_content"
"NM_152524",4214,3.91,2.7027027027027,"coding",0.34368021438142
"NM_152527",4307,3.11,3.33333333333333,"coding",0.432676709154114
"NM_152528",1811,2.13,3.125,"coding",0.442522889114954
"NM_152531",2820,20.84,3.77358490566038,"coding",0.577745025792189
"NM_152534",2037,4.59,2.56410256410256,"coding",0.389792812829217
"NM_152540",3204,13.94,3.27868852459016,"coding",0.485768500948767
"NM_152542",2103,7.2,2.63157894736842,"coding",0.400221905214773
"NM_152543",808,4.29,3.50877192982456,"coding",0.384006334125099
"NM_152544",1851,14.75,2.77777777777778,"coding",0.554975643702157
"NM_152546",2836,8.09,2.5974025974026,"coding",0.369877408056042
"NM_152548",1563,1.23,11.0769230769231,"coding",0.396238651102464
"NM_152550",3019,6.23,3.44827586206897,"coding",0.555592543275632
"NM_152551",4173,10.19,8.27586206896552,"coding",0.380929563967417
"NM_152553",1799,16.35,2.22222222222222,"coding",0.33030636580444
"NM_152556",2930,3.16,2.22222222222222,"coding",0.36751269035533
"NM_152557",3706,15.07,2.4390243902439,"coding",0.601642710472279
"NM_152558",3032,11.23,5.14285714285714,"coding",0.58611637742453
"NM_152559",958,5.03,2.35294117647059,"coding",0.651843817787419
"NM_152562",3735,43.46,3.03030303030303,"coding",0.434882386689616
"NM_152564",14111,8.91,2.77777777777778,"coding",0.428877310684462
"NM_152574",2428,2.3,3.07692307692308,"coding",0.375664957926299
"NM_152581",3189,3.63,3.50877192982456,"coding",0.360028687544824
"NM_152586",4773,9.28,3.38983050847458,"coding",0.500966494845361
"NM_152588",4855,6.47,4.66666666666667,"coding",0.446816016934204
"NM_152594",3816,7.1,2.98507462686567,"coding",0.362998624484182
"NM_152600",2173,1.73,3.125,"coding",0.659822039698836
"NM_152603",2702,2.25,2.12765957446809,"coding",0.368170150348368
"NM_152604",1694,3.92,2.22222222222222,"coding",0.394557823129252
"NM_152608",3934,17.09,2.29885057471264,"coding",0.410333584148483
"NM_152609",3608,18.59,3.17460317460317,"coding",0.423834601131266
"NM_152617",2375,20.43,2.53164556962025,"coding",0.444174303347672
"NM_152621",2145,8.95,3.77358490566038,"coding",0.361035203343514
"NM_152622",5220,6.02,2.29885057471264,"coding",0.359892224788299
"NM_152623",2946,9.79,8.13333333333333,"coding",0.466016150740242
"NM_152624",8947,3.8,3.50877192982456,"coding",0.371315529179031
"NM_152626",3125,2.53,2.1978021978022,"coding",0.342496050552923
"NM_152629",7656,17.93,2.5,"coding",0.469776511174441
"NM_152636",3959,8.43,2.5,"coding",0.382332320635663
"NM_152637",1440,1.34,10.9565217391304,"coding",0.547112462006079
"NM_152640",2105,6.37,2.24719101123596,"coding",0.506640432857846
"NM_152641",8466,10.83,3.27868852459016,"coding",0.405094207955338
"NM_152644",788,13.22,2.29885057471264,"coding",0.467032967032967
"NM_152647",1990,2.85,3.44827586206897,"coding",0.376960193003619
"NM_152649",2496,21.57,3.63636363636364,"coding",0.494953572870408
"NM_152652",2203,6.04,2.10526315789474,"coding",0.614290133003402
"NM_152653",1541,47.85,3.63636363636364,"coding",0.413996316758748
"NM_152658",1826,3.8,2.77777777777778,"coding",0.616011860637509
"NM_152660",2161,2.9,3.63636363636364,"coding",0.414082145850796
"NM_152663",2458,4.67,3.50877192982456,"coding",0.363053924185798
"NM_152667",2352,4.38,2.22222222222222,"coding",0.388377596634236
"NM_152672",1476,1.04,2.40963855421687,"coding",0.55034965034965
"NM_152678",4689,3.45,3.77358490566038,"coding",0.406371071889798
"NM_152682",2579,3.43,2.94117647058824,"coding",0.377547097270281
"NM_152686",3606,3.15,5.62962962962963,"coding",0.45766366130929
"NM_152692",1838,4.04,11.4166666666667,"coding",0.373340707964602
"NM_152699",2788,12.14,3.33333333333333,"coding",0.439622037155669
"NM_152705",1977,13.42,4.69565217391304,"coding",0.422615945805107
"NM_152707",2560,3.46,3.2258064516129,"coding",0.414526667679684
"NM_152715",1781,1.45,5.10344827586207,"coding",0.390352576520728
"NM_152716",3636,24.57,8.51612903225806,"coding",0.4659723904093
"NM_152720",2332,2.85,3.33333333333333,"coding",0.458601458601459
"NM_152724",3769,21.35,12.9230769230769,"coding",0.418186843559978
"NM_152726",1891,4.79,10.5806451612903,"coding",0.383554376657825
"NM_152727",2182,13.48,9.51724137931035,"coding",0.557093425605536
"NM_152729",3193,13.47,6.33333333333333,"coding",0.363202774967481
"NM_152730",3431,3.26,2.5,"coding",0.367771025289159
"NM_152731",2278,2.03,15.5,"coding",0.419003115264797
"NM_152732",931,6.73,2.22222222222222,"coding",0.564636542239686
"NM_152733",1980,9.3,2.38095238095238,"coding",0.523214706575536
"NM_152734",6751,13.29,8,"coding",0.481464805643104
"NM_152735",2730,14.98,2.10526315789474,"coding",0.52744014732965
"NM_152736",3062,3.68,2.27272727272727,"coding",0.426315789473684
"NM_152737",3322,13.24,2.7027027027027,"coding",0.404243593276385
"NM_152739",2076,1.34,2.1978021978022,"coding",0.479166666666667
"NM_152740",2006,21.41,11.4285714285714,"coding",0.445154419595314
"NM_152742",2666,1.73,2.5974025974026,"coding",0.611940298507463
"NM_152743",2713,36.25,6.06060606060606,"coding",0.652033105433609
"NM_152748",3280,7.2,3.57142857142857,"coding",0.385159566105958
"NM_152749",1530,26.74,2.24719101123596,"coding",0.457125603864734
"NM_152753",5115,1.67,2.22222222222222,"coding",0.518736411305794
"NM_152754",6276,1.85,4,"coding",0.367771084337349
"NM_152755",1547,10.78,3.77358490566038,"coding",0.5148849797023
"NM_152756",9535,10.61,2.73972602739726,"coding",0.364628133850834
"NM_152758",5156,18.66,2.5,"coding",0.38351324828263
"NM_152769",2407,7.69,3.125,"coding",0.719745222929936
"NM_152773",672,2.29,5.39130434782609,"coding",0.4608
"NM_152778",1909,6.67,2.8169014084507,"coding",0.36737400530504
"NM_152779",980,1.17,2.56410256410256,"coding",0.37117903930131
"NM_152787",6798,5.25,4.44444444444444,"coding",0.405145178275914
"NM_152791",2075,2.41,2.08333333333333,"coding",0.440380997177799
"NM_152832",1437,18.39,6.25,"coding",0.678217821782178
"NM_152834",2138,15.25,3.7037037037037,"coding",0.452400193955067
"NM_152835",4299,1.97,2.10526315789474,"coding",0.362022854364211
"NM_152837",3308,1.31,2.38095238095238,"coding",0.322964923891463
"NM_152838",6640,18.83,3.63636363636364,"coding",0.40489869972785
"NM_152864",1441,16.6,3.7037037037037,"coding",0.600147819660015
"NM_152879",6294,22.46,3.27868852459016,"coding",0.574825618262524
"NM_152892",2220,24.43,6.8,"coding",0.639814814814815
"NM_152896",3621,13.3,2.5974025974026,"coding",0.440715883668904
"NM_152897",3184,5.72,3.27868852459016,"coding",0.556806550665302
"NM_152899",2315,122.07,2.4390243902439,"coding",0.641782729805014
"NM_152900",3822,7.54,2.85714285714286,"coding",0.439608413811351
"NM_152903",5228,6.16,2.1978021978022,"coding",0.431410011463508
"NM_152905",2374,10.85,4.66666666666667,"coding",0.352926525529265
"NM_152906",2291,6.1,7.2,"coding",0.579937304075235
"NM_152909",3396,4.65,2.27272727272727,"coding",0.422742880226217
"NM_152912",1018,5.3,2.94117647058824,"coding",0.414070351758794
"NM_152914",928,2.69,2.7027027027027,"coding",0.600283918069357
"NM_152924",9085,5.39,8.875,"coding",0.471035137701804
"NM_152927",2224,101.68,4,"coding",0.548846342660776
"NM_152943",3826,1.05,2.38095238095238,"coding",0.418123888559573
"NM_152945",1860,2.8,2.89855072463768,"coding",0.435940099833611
"NM_152994",3155,5.41,3.03030303030303,"coding",0.435350318471338
"NM_152995",3738,12.1,2.85714285714286,"coding",0.412990527740189
"NM_152998",2695,22.09,3.2258064516129,"coding",0.451625693893735
"NM_153001",1450,99.11,14.1538461538462,"coding",0.532209512341963
"NM_153002",2445,10.49,2.56410256410256,"coding",0.527881040892193
"NM_153006",2086,2.67,2.66666666666667,"coding",0.63434247871334
"NM_153013",2580,17.84,3.63636363636364,"coding",0.376326963906582
"NM_153023",3503,12.72,2.29885057471264,"coding",0.474289985052317
"NM_153025",2190,2.42,3.84615384615385,"coding",0.628997867803838
"NM_153028",2072,5.77,2.32558139534884,"coding",0.426980728051392
"NM_153029",7121,6.16,2.29885057471264,"coding",0.507135792002261
"NM_153033",2576,6.25,2.77777777777778,"coding",0.501334976381187
"NM_153035",4097,3.31,3.33333333333333,"coding",0.454118323904497
"NM_153042",3811,6.17,18.2068965517241,"coding",0.419312857886517
"NM_153045",3699,14.01,6,"coding",0.500445434298441
"NM_153046",3337,4.74,3.2258064516129,"coding",0.46031746031746
"NM_153050",5963,10.66,3.2258064516129,"coding",0.505559923621251
"NM_153182",5289,5.94,5.6,"coding",0.393695920889988
"NM_153186",5263,5.53,2.73972602739726,"coding",0.507964601769912
"NM_153188",3052,73.74,12,"coding",0.360869565217391
"NM_153201",2276,760.2,6.95652173913043,"coding",0.457617728531856
"NM_153207",4072,11.87,2.94117647058824,"coding",0.386106346483705
"NM_153208",2603,3.78,3.44827586206897,"coding",0.436324937921249
"NM_153211",2304,30.74,3.17460317460317,"coding",0.401427671635524
"NM_153213",3045,9.88,3.33333333333333,"coding",0.615593016255268
"NM_153215",1526,11.57,7.2,"coding",0.574616457461646
"NM_153219",1135,3.65,2.5,"coding",0.691139240506329
"NM_153223",4677,7.84,2.89855072463768,"coding",0.386556318126766
"NM_153226",2396,6.8,3.03030303030303,"coding",0.388809182209469
"NM_153228",2426,1.5,3.27868852459016,"coding",0.460461285008237
"NM_153229",2685,3.01,3.38983050847458,"coding",0.55774229483847
"NM_153232",1409,4.92,3.07692307692308,"coding",0.501030927835052
"NM_153240",5385,1.11,3.03030303030303,"coding",0.422587883320868
"NM_153251",1514,9.55,3.57142857142857,"coding",0.377512324611301
"NM_153252",6085,6.24,4,"coding",0.378840647008745
"NM_153255",2497,2.74,2.85714285714286,"coding",0.420989143546442
"NM_153256",3380,8.22,3.17460317460317,"coding",0.541925925925926
"NM_153259",3060,4.44,3.27868852459016,"coding",0.431668856767411
"NM_153260",2647,5.54,4.15384615384615,"coding",0.438072424968296
"NM_153261",2130,3.03,2.22222222222222,"coding",0.390573961735884
"NM_153265",3265,21.04,6.15384615384615,"coding",0.640232700551133
"NM_153271",3250,16.95,2.4390243902439,"coding",0.574856285928518
"NM_153273",4468,33.56,2.85714285714286,"coding",0.565421605904719
"NM_153322",1828,182.37,5.5,"coding",0.463827304550758
"NM_153329",2627,7.89,11.1111111111111,"coding",0.649564375605034
"NM_153331",1823,3.12,2.29885057471264,"coding",0.391304347826087
"NM_153332",2195,13.23,3.03030303030303,"coding",0.380446803804468
"NM_153333",1231,10.58,3.38983050847458,"coding",0.387563884156729
"NM_153335",2658,8.89,4.6,"coding",0.557747489239598
"NM_153336",1750,1.7,2.98507462686567,"coding",0.479166666666667
"NM_153339",1262,38.54,8.22222222222222,"coding",0.652346857597454
"NM_153340",2318,27.1,2.7027027027027,"coding",0.602370249284839
"NM_153341",1988,9.41,3.63636363636364,"coding",0.562313432835821
"NM_153348",4871,5.88,3.38983050847458,"coding",0.513680312692862
"NM_153350",3427,4.39,5.70212765957447,"coding",0.654447286160841
"NM_153354",2594,6.99,2.56410256410256,"coding",0.363272727272727
"NM_153358",2476,4.4,2.27272727272727,"coding",0.425058004640371
"NM_153365",3382,3.79,2.85714285714286,"coding",0.395487723954877
"NM_153367",4947,23.04,3.33333333333333,"coding",0.546450304259635
"NM_153369",2164,4.54,3.38983050847458,"coding",0.420938872002702
"NM_153371",4718,4.45,2.22222222222222,"coding",0.417052631578947
"NM_153373",2010,88.11,4,"coding",0.562229697260932
"NM_153374",1723,4.08,4.42857142857143,"coding",0.448707909162099
"NM_153377",4053,13.26,2.27272727272727,"coding",0.468116658428077
"NM_153380",3406,6.6,2.56410256410256,"coding",0.428325688073394
"NM_153426",2336,3.26,2.5974025974026,"coding",0.502372166578809
"NM_153450",1605,8.41,4.68965517241379,"coding",0.515329419439008
"NM_153451",2544,12.44,2.35294117647059,"coding",0.531803542673108
"NM_153456",7817,8.42,2.66666666666667,"coding",0.478561387066542
"NM_153485",4355,45.25,12,"coding",0.416336142786316
"NM_153486",2091,1.7,2.85714285714286,"coding",0.630539499036609
"NM_153497",3240,10.66,3.84615384615385,"coding",0.581855043081602
"NM_153603",2792,11.37,7.28571428571429,"coding",0.524701873935264
"NM_153604",2817,26.89,3.125,"coding",0.447571547322171
"NM_153605",4802,1.16,3.125,"coding",0.401243157992393
"NM_153608",2206,4.5,2.12765957446809,"coding",0.480592236894758
"NM_153611",2994,16.69,10.2068965517241,"coding",0.578560371517028
"NM_153613",1908,43.7,4,"coding",0.556120092378753
"NM_153615",2897,4.86,2.66666666666667,"coding",0.545688073394495
"NM_153619",6109,2.43,2.38095238095238,"coding",0.436729177225883
"NM_153634",3476,15.18,2.73972602739726,"coding",0.365491110463422
"NM_153638",2280,8.92,2.98507462686567,"coding",0.516855256954267
"NM_153676",3250,13.15,3.38983050847458,"coding",0.559703795124961
"NM_153681",911,2.64,14.5,"coding",0.454445664105379
"NM_153686",3479,8.98,2.56410256410256,"coding",0.355603064314983
"NM_153688",3190,7.77,2.24719101123596,"coding",0.38728323699422
"NM_153689",3702,2.05,2.27272727272727,"coding",0.376320780276348
"NM_153690",3182,23.65,2.24719101123596,"coding",0.619651347068146
"NM_153693",2072,27.48,2.24719101123596,"coding",0.527913809990206
"NM_153694",1126,1.27,3.17460317460317,"coding",0.374887892376682
"NM_153695",1692,9.29,2.46913580246914,"coding",0.441008950366151
"NM_153697",3686,1.9,4.27586206896552,"coding",0.474922600619195
"NM_153698",1242,15.38,5,"coding",0.436702311141773
"NM_153702",1360,4.53,9.63636363636364,"coding",0.335303478063196
"NM_153704",3480,1.27,3.38983050847458,"coding",0.36938862761864
"NM_153705",4269,5.53,10.3333333333333,"coding",0.405125793557489
"NM_153707",1898,1.98,20.4705882352941,"coding",0.50140977443609
"NM_153710",2779,1.49,2.32558139534884,"coding",0.577494692144374
"NM_153712",5181,36.32,9.51724137931035,"coding",0.424756430924511
"NM_153713",1467,58.09,9.28,"coding",0.473816086193936
"NM_153717",6430,4.56,3.27868852459016,"coding",0.576318655671386
"NM_153742",1819,5.94,5.09090909090909,"coding",0.429519918283963
"NM_153746",2821,8.17,2.98507462686567,"coding",0.6185667752443
"NM_153747",1537,8.03,2.63157894736842,"coding",0.465659340659341
"NM_153757",1912,2.97,2.85714285714286,"coding",0.428794992175274
"NM_153810",6758,13.73,6.66666666666667,"coding",0.398912550974173
"NM_153811",1516,4.45,3.50877192982456,"coding",0.375077881619938
"NM_153812",3684,8.82,2.29885057471264,"coding",0.540198237885463
"NM_153813",3241,7.68,2.63157894736842,"coding",0.689432989690722
"NM_153818",2094,28.39,7.36,"coding",0.596200345423143
"NM_153836",3201,2.25,5.04347826086957,"coding",0.402733630006357
"NM_170587",2102,4.95,2.56410256410256,"coding",0.475673122342938
"NM_170589",8708,4.11,3.63636363636364,"coding",0.377782534246575
"NM_170606",16872,5.06,3.07692307692308,"coding",0.45017793594306
"NM_170662",3976,5.77,2.77777777777778,"coding",0.412653726477997
"NM_170665",4205,117.65,10.7142857142857,"coding",0.49005424954792
"NM_170676",3721,10.55,2.5,"coding",0.418847209515096
"NM_170681",3111,9.43,6,"coding",0.403508771929825
"NM_170685",225,2.13,2.73972602739726,"coding",0.563858695652174
"NM_170692",5061,9.78,3.17460317460317,"coding",0.439906532561211
"NM_170708",3181,84.1,10.8,"coding",0.615284974093264
"NM_170711",2274,157.98,8.75,"coding",0.573691157061153
"NM_170719",5161,7.36,7.27272727272727,"coding",0.462079749804535
"NM_170721",2151,61.02,2.98507462686567,"coding",0.459522695367337
"NM_170722",3761,3.82,5.11111111111111,"coding",0.625861503117821
"NM_170725",2712,4.55,2.17391304347826,"coding",0.436878910563121
"NM_170726",3160,4.21,3.57142857142857,"coding",0.608184383819379
"NM_170731",4247,4.93,2.4390243902439,"coding",0.419758812615955
"NM_170740",5170,1.39,19.1351351351351,"coding",0.472147001934236
"NM_170744",3935,1,8.16666666666667,"coding",0.601812600497003
"NM_170753",2198,4.74,3.17460317460317,"coding",0.414386584289497
"NM_170754",4952,21,3.50877192982456,"coding",0.620668316831683
"NM_171828",1835,1.89,3.7037037037037,"coding",0.499617444529457
"NM_171982",4227,16.48,2.32558139534884,"coding",0.52187425292852
"NM_171997",2633,3.07,2.4390243902439,"coding",0.556216931216931
"NM_172002",1106,5.66,3.125,"coding",0.495479204339964
"NM_172003",1677,2.24,13.0909090909091,"coding",0.406677613574165
"NM_172020",6014,9.19,3.84615384615385,"coding",0.570726915520629
"NM_172037",2751,28.94,5.69230769230769,"coding",0.481434705733771
"NM_172057",3900,5.26,10.5333333333333,"coding",0.649289099526066
"NM_172060",4326,14.12,2.85714285714286,"coding",0.412135539795114
"NM_172070",4683,2.47,9.33333333333333,"coding",0.402796853539768
"NM_172071",5431,12.29,3.2258064516129,"coding",0.388175705178587
"NM_172088",2276,2.2,3.63636363636364,"coding",0.568711656441718
"NM_172089",1841,2.77,4,"coding",0.590199246095854
"NM_172103",5100,33.45,3.03030303030303,"coding",0.408025568181818
"NM_172115",4098,12.15,5.52380952380952,"coding",0.514666666666667
"NM_172159",4094,5.04,9.6,"coding",0.431164231961045
"NM_172167",1587,2.97,2.46913580246914,"coding",0.676833225178456
"NM_172169",3821,22.73,3.7037037037037,"coding",0.528281461434371
"NM_172200",1843,3.45,3.38983050847458,"coding",0.554192229038855
"NM_172210",2749,4.24,2.66666666666667,"coding",0.596013289036545
"NM_172215",5620,10.68,5.89473684210526,"coding",0.564921243082163
"NM_172229",2071,2.09,9.2,"coding",0.68671679197995
"NM_172231",2101,23.75,2.8169014084507,"coding",0.568978955572876
"NM_172236",5249,67.5,8.96551724137931,"coding",0.505263157894737
"NM_172240",2984,4.2,3.44827586206897,"coding",0.388558201058201
"NM_172250",1473,2.02,2.5,"coding",0.372981157469717
"NM_172251",615,11.28,10.5882352941176,"coding",0.608552631578947
"NM_172312",2010,1.38,2.38095238095238,"coding",0.532105525136884
"NM_172357",3371,32.92,6.4,"coding",0.378595731518713
"NM_172366",1292,1.78,4,"coding",0.457735247208931
"NM_172373",3499,10.81,2.56410256410256,"coding",0.377922784121805
"NM_173039",1561,4.57,2.32558139534884,"coding",0.44850136239782
"NM_173060",4629,18.76,16,"coding",0.403086275426701
"NM_173073",2461,31.72,6.92307692307692,"coding",0.545770366510335
"NM_173075",4564,10.82,3.17460317460317,"coding",0.423669309173273
"NM_173077",1125,1.11,2.22222222222222,"coding",0.461847389558233
"NM_173078",3383,6.39,4.76923076923077,"coding",0.359123747378233
"NM_173079",3848,9.98,2.38095238095238,"coding",0.505681818181818
"NM_173082",7347,5.39,2.7027027027027,"coding",0.415920672083735
"NM_173083",3340,10.31,2.63157894736842,"coding",0.39372197309417
"NM_173084",3886,3.87,2.27272727272727,"coding",0.372384937238494
"NM_173163",4005,32.89,5.18518518518519,"coding",0.462209755337385
"NM_173177",1200,5.95,3.125,"coding",0.320838911200357
"NM_173192",2636,1.46,2.24719101123596,"coding",0.554852320675105
"NM_173199",6382,2.72,2.63157894736842,"coding",0.572857142857143
"NM_173206",2360,14.84,3.77358490566038,"coding",0.374312733670552
"NM_173215",14239,3.73,3.33333333333333,"coding",0.460007510326699
"NM_173216",4403,3.59,3.07692307692308,"coding",0.500217202432667
"NM_173344",2911,34.14,2.32558139534884,"coding",0.519434102755026
"NM_173354",4723,135.18,2.24719101123596,"coding",0.572572150832104
"NM_173355",2236,2.37,8,"coding",0.397755610972569
"NM_173362",2711,2.38,2.5,"coding",0.389911634756996
"NM_173462",5799,1.16,2.35294117647059,"coding",0.589015151515151
"NM_173467",2086,21.18,4.57142857142857,"coding",0.600388915896937
"NM_173468",6960,4.38,3.2258064516129,"coding",0.340692640692641
"NM_173469",2939,7.48,3.27868852459016,"coding",0.402291105121294
"NM_173470",3704,10.21,8.55172413793104,"coding",0.365208940719145
"NM_173472",1105,11.08,3.2258064516129,"coding",0.531791907514451
"NM_173473",3277,5.88,11,"coding",0.437944908696998
"NM_173474",1137,9.92,15.6,"coding",0.505785123966942
"NM_173475",3005,5.55,2.22222222222222,"coding",0.442633637548892
"NM_173480",1948,4.5,2.1978021978022,"coding",0.458375634517767
"NM_173481",2907,42.33,3.125,"coding",0.62946273830156
"NM_173484",3131,1.16,3.7037037037037,"coding",0.509177215189873
"NM_173485",4149,10.44,2.8169014084507,"coding",0.425138934292252
"NM_173487",1806,1.6,6.71428571428571,"coding",0.362959112959113
"NM_173491",2563,6.89,2.29885057471264,"coding",0.442820161413126
"NM_173496",5207,1.64,8.48,"coding",0.37788906009245
"NM_173500",5613,4.29,3.17460317460317,"coding",0.417291220556745
"NM_173502",2809,4.91,2.53164556962025,"coding",0.663109213802917
"NM_173505",2291,7.45,3.2258064516129,"coding",0.417773841157366
"NM_173508",2893,26.15,2.66666666666667,"coding",0.5195672923958
"NM_173510",3976,11.06,2.77777777777778,"coding",0.415993945509586
"NM_173511",5463,13.49,3.63636363636364,"coding",0.446840521564694
"NM_173514",2463,8.81,8.94117647058824,"coding",0.398493259318002
"NM_173515",3277,14.87,2.40963855421687,"coding",0.432726065091565
"NM_173517",1148,33.11,3.125,"coding",0.437818301297848
"NM_173525",1168,1.56,3.57142857142857,"coding",0.599653379549393
"NM_173526",1754,1.97,7.4375,"coding",0.432324386065106
"NM_173540",2069,9.98,2.73972602739726,"coding",0.560598744567842
"NM_173543",3520,9.4,2.35294117647059,"coding",0.564719358533792
"NM_173546",1993,5.9,5.37931034482759,"coding",0.598884381338742
"NM_173547",3429,19.36,3.84615384615385,"coding",0.576241134751773
"NM_173548",2293,18.6,2.29885057471264,"coding",0.551993067590988
"NM_173551",7147,5.57,6.4,"coding",0.549235048678721
"NM_173552",4091,8.35,2.1978021978022,"coding",0.433949191685912
"NM_173553",1300,1.26,2.5,"coding",0.486486486486487
"NM_173562",5032,34.19,4.52173913043478,"coding",0.444650817236256
"NM_173566",1872,21.13,2.56410256410256,"coding",0.457652165881592
"NM_173570",3789,1.6,3.125,"coding",0.452551146167119
"NM_173575",2141,5.27,2.89855072463768,"coding",0.645992366412214
"NM_173576",3619,8.61,2.63157894736842,"coding",0.397339983374896
"NM_173582",8519,4.91,3.33333333333333,"coding",0.380795092603515
"NM_173584",1772,5.28,3.57142857142857,"coding",0.65318262938727
"NM_173587",2659,24.5,3.63636363636364,"coding",0.641509433962264
"NM_173589",3222,1.37,3.38983050847458,"coding",0.515499070055797
"NM_173602",8715,19.97,6.22222222222222,"coding",0.451924181504882
"NM_173607",2856,5.33,5.05263157894737,"coding",0.390435637078284
"NM_173611",1556,22.14,11.0588235294118,"coding",0.377164995442115
"NM_173618",1185,53.67,8.94117647058824,"coding",0.626516464471404
"NM_173620",1953,3.55,3.57142857142857,"coding",0.652925531914894
"NM_173626",2872,3.05,3.57142857142857,"coding",0.603812824956672
"NM_173627",2858,2.39,2.5,"coding",0.54290780141844
"NM_173630",7111,3.88,2.98507462686567,"coding",0.430906768837803
"NM_173631",2788,1.55,2.22222222222222,"coding",0.423021060275962
"NM_173632",4934,3.71,2.17391304347826,"coding",0.419422272900038
"NM_173636",4729,18.77,3.27868852459016,"coding",0.603565365025467
"NM_173638",4046,1.14,6.22222222222222,"coding",0.48
"NM_173647",2452,20.9,3.57142857142857,"coding",0.440230274297325
"NM_173654",4152,3.62,3.84615384615385,"coding",0.401813409687425
"NM_173656",2200,5.61,2.22222222222222,"coding",0.459824166837048
"NM_173657",1931,4.49,2.35294117647059,"coding",0.416924664602683
"NM_173659",1218,32.79,9,"coding",0.599835661462613
"NM_173660",2566,10.83,3.57142857142857,"coding",0.664848012470772
"NM_173665",2030,3.03,2.24719101123596,"coding",0.307522123893805
"NM_173666",2310,6.8,3.57142857142857,"coding",0.370671745152355
"NM_173674",2010,46.48,2.56410256410256,"coding",0.486238532110092
"NM_173680",2246,1.84,2.27272727272727,"coding",0.693056169836356
"NM_173685",1258,28.53,2.53164556962025,"coding",0.426767676767677
"NM_173690",1968,11.52,2.7027027027027,"coding",0.369868637110016
"NM_173701",2884,52.67,19.68,"coding",0.498107494322483
"NM_173791",3856,20.07,3.77358490566038,"coding",0.400744416873449
"NM_173793",1290,2.99,3.50877192982456,"coding",0.487903225806452
"NM_173794",1164,9.94,5.88235294117647,"coding",0.380455407969639
"NM_173797",2755,8.37,3.17460317460317,"coding",0.369417575632846
"NM_173803",2211,3,10.8571428571429,"coding",0.445474841147175
"NM_173804",1654,1.57,2.40963855421687,"coding",0.641252006420546
"NM_173808",5669,32.7,2.89855072463768,"coding",0.368984381194006
"NM_173809",2024,8.34,3.63636363636364,"coding",0.415807560137457
"NM_173810",1156,21.7,3.27868852459016,"coding",0.493380406001765
"NM_173811",1966,2.94,2.17391304347826,"coding",0.498729028978139
"NM_173814",4115,2.93,3.50877192982456,"coding",0.384944819634327
"NM_173822",4002,6.02,2.4390243902439,"coding",0.359292983395822
"NM_173824",1382,9.7,2.24719101123596,"coding",0.378624689312345
"NM_173825",3883,5.19,8.375,"coding",0.392863514719001
"NM_173827",4523,1.25,8.77777777777778,"coding",0.409763964228119
"NM_173828",2535,3.23,2.56410256410256,"coding",0.648264984227129
"NM_173829",6856,4.01,3.2258064516129,"coding",0.349956382669381
"NM_173830",2537,1.93,2.85714285714286,"coding",0.382400368578669
"NM_173831",2234,16.58,7.14285714285714,"coding",0.617972554227534
"NM_173832",4786,1.67,5.84615384615385,"coding",0.624529878813205
"NM_173833",3644,26.51,5.2,"coding",0.556534877864518
"NM_173834",1209,22.98,5.63636363636364,"coding",0.379866888519135
"NM_173844",5029,2.45,6.42424242424242,"coding",0.393690579083838
"NM_173854",4869,30.76,4.12903225806452,"coding",0.527805461431134
"NM_174887",1016,8.16,3.50877192982456,"coding",0.473415132924335
"NM_174889",650,43.06,2.35294117647059,"coding",0.438291139240506
"NM_174890",3256,2.75,4.14814814814815,"coding",0.42686170212766
"NM_174891",1908,4.19,2.4390243902439,"coding",0.600672551492224
"NM_174893",841,11.58,19.3170731707317,"coding",0.58
"NM_174895",720,1.06,2.1505376344086,"coding",0.617135207496653
"NM_174898",1015,1.8,2.32558139534884,"coding",0.462908011869436
"NM_174902",2969,52.11,4.38095238095238,"coding",0.474305191400105
"NM_174905",1209,5.34,14.1538461538462,"coding",0.646610814927647
"NM_174907",1497,22.81,2.4390243902439,"coding",0.35061529150696
"NM_174908",2454,8.25,8.19047619047619,"coding",0.377484261202321
"NM_174909",1207,13.1,3.03030303030303,"coding",0.361086572438163
"NM_174910",747,3.09,2.46913580246914,"coding",0.449809402795426
"NM_174912",1980,1.7,20.16,"coding",0.458585858585859
"NM_174913",2047,24.84,7.04761904761905,"coding",0.535483870967742
"NM_174916",7758,4.09,2.89855072463768,"coding",0.39698623018966
"NM_174917",3555,8.14,3.84615384615385,"coding",0.611096075778078
"NM_174921",1683,1.94,3.50877192982456,"coding",0.389635316698656
"NM_174922",1969,3.13,2.66666666666667,"coding",0.65
"NM_174923",936,13.19,3.77358490566038,"coding",0.574367088607595
"NM_174928",890,6.28,2.63157894736842,"coding",0.472271914132379
"NM_174929",5159,10.96,3.33333333333333,"coding",0.608764940239044
"NM_174931",885,2.72,2.46913580246914,"coding",0.384475123730138
"NM_174933",1616,4.05,14.5454545454545,"coding",0.571358024691358
"NM_174936",3636,31.64,6.35294117647059,"coding",0.625790486664834
"NM_174938",2537,2.47,2.35294117647059,"coding",0.404182509505703
"NM_174940",1637,2.76,3.07692307692308,"coding",0.580583756345178
"NM_174942",2341,8.98,3.63636363636364,"coding",0.371338912133891
"NM_174944",1264,1.9,2.22222222222222,"coding",0.5041761579347
"NM_174955",4857,2.99,7.61904761904762,"coding",0.632239180430692
"NM_174959",1500,2.05,3.84615384615385,"coding",0.471200555170021
